gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	DC	EC	Fibroblast	HighPseudotime_tumour	LowPseudotime_tumour	Mast	MidPseudotime_tumour	Myeloid	T_cell
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0B537DD3F	0.0	0.0	0.0	0.0	0.004	0.027	0.0	0.004	0.0	0.0
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0AC66088D	0.0	0.0	0.0	0.0	0.004	0.027	0.0	0.004	0.0	0.0
UCN	P55089	False	UCN1_HUMAN		CPI-SS0E654708F	0.0	0.002	0.003	0.004	0.002	0.006	0.0	0.006	0.006	0.001
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.003	0.013	0.313	0.244	0.039	0.006	0.257	0.024	0.036	0.003
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.003	0.013	0.313	0.244	0.039	0.006	0.257	0.024	0.036	0.003
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.003	0.612	0.005	0.008	0.058	0.003	0.005	0.029	1.221	0.002
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS05BE83BC6	0.003	0.612	0.005	0.008	0.058	0.003	0.005	0.029	1.221	0.002
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.003	0.612	0.005	0.008	0.058	0.003	0.005	0.029	1.221	0.002
GRP	P07492	False	GRP_HUMAN		CPI-SS07AF9303D	0.001	0.002	0.001	0.293	0.038	0.004	0.006	0.017	0.003	0.002
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.524	0.669	0.3	0.681	0.231	0.106	0.48	0.171	0.325	0.231
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	0.984	1.257	0.049	0.048	0.17	0.035	0.511	0.15	1.222	2.009
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	0.984	1.257	0.049	0.048	0.17	0.035	0.511	0.15	1.222	2.009
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.002	0.001	0.307	0.005	0.021	0.013	0.0	0.018	0.004	0.001
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	0.624	0.658	0.024	0.018	0.083	0.017	0.411	0.113	0.594	0.958
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.008	0.015	0.031	1.341	0.095	0.008	0.01	0.031	0.011	0.011
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.34	0.462	0.019	0.006	0.046	0.052	1.618	0.048	0.746	0.01
CSF3	P09919	False	CSF3_HUMAN		CPI-SS08376F0E6	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APELA	P0DMC3	False	ELA_HUMAN		CPI-SS08719F19E	0.0	0.0	0.001	0.046	0.003	0.001	0.0	0.002	0.0	0.001
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.002	0.026	0.029	0.014	0.009	0.031	1.818	0.017	0.002	0.008
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.051	0.013	0.033	0.042	0.018	0.04	0.156	0.015	0.048	0.055
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.009	0.008	0.004	0.004	0.01	0.002	0.004	0.015	0.041	0.27
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.015	0.043	0.01	0.008	0.01	0.001	0.005	0.006	0.019	0.41
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.009	0.008	0.004	0.004	0.01	0.002	0.004	0.015	0.041	0.27
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.015	0.043	0.01	0.008	0.01	0.001	0.005	0.006	0.019	0.41
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	2.056	1.805	2.52	1.147	0.744	0.382	2.302	0.634	2.288	2.628
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	2.056	1.805	2.52	1.147	0.744	0.382	2.302	0.634	2.288	2.628
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	2.056	1.805	2.52	1.147	0.744	0.382	2.302	0.634	2.288	2.628
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.745	0.795	0.054	0.016	0.037	0.007	0.013	0.055	0.182	0.57
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.006	0.002	0.345	0.001	0.003	0.0	0.004	0.001	0.001	0.008
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.745	0.795	0.054	0.016	0.037	0.007	0.013	0.055	0.182	0.57
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.006	0.002	0.345	0.001	0.003	0.0	0.004	0.001	0.001	0.008
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.001	0.002	0.249	0.002	0.002	0.002	0.0	0.001	0.001	0.001
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	0.006	0.002	0.345	0.001	0.003	0.0	0.004	0.001	0.001	0.008
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.001	0.002	0.249	0.002	0.002	0.002	0.0	0.001	0.001	0.001
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.74	0.961	1.46	2.055	0.836	0.863	1.338	0.573	1.106	1.526
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.0	0.004	0.324	0.013	0.001	0.001	0.002	0.0	0.002	0.001
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	0.012	0.027	0.018	0.004	0.0	0.008	0.001	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.003	0.007	0.013	0.083	0.011	0.016	0.003	0.004	0.002	0.008
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.044	0.404	0.011	0.007	0.027	0.003	0.122	0.023	0.129	0.427
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.002	0.001	0.012	0.578	0.047	0.01	0.0	0.032	0.01	0.004
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.001	0.0	0.342	0.001	0.003	0.001	0.003	0.002	0.001	0.01
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.001	0.0	0.342	0.001	0.003	0.001	0.003	0.002	0.001	0.01
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.002	0.004	0.741	0.005	0.018	0.002	0.003	0.009	0.002	0.002
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.268	0.394	2.055	0.015	0.049	0.011	0.02	0.048	0.532	0.127
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS081AD39D7	0.268	0.394	2.055	0.015	0.049	0.011	0.02	0.048	0.532	0.127
PMCH	P20382	False	MCH_HUMAN		CPI-SS0362EFFDE	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.012
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	0.001	0.0	0.002	0.002	0.06	0.021	0.0	0.028	0.001	0.001
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.002	0.028	0.002	0.016	0.024	0.005	0.006	0.015	0.653	0.001
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.012	0.013	0.003	0.046	0.005	0.001	0.0	0.003	0.006	0.04
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS05E63FBEC	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	0.0	0.043	0.001	0.0	0.001	0.0	0.005	0.0	0.017	0.002
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C7012011	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0288E42FB	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C7915758	0.0	0.043	0.001	0.0	0.001	0.0	0.005	0.0	0.017	0.002
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.003	0.287	0.003	0.005	0.038	0.003	0.0	0.023	1.008	0.002
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.001	0.002	0.0	0.0	0.003	0.001	0.0	0.003	0.097	0.0
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	0.054	0.0	0.0	0.0	0.003	0.002	0.0	0.002	0.0	0.0
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.013	0.008	0.047	0.043	0.02	0.061	0.035	0.018	0.017	0.008
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS0D53B88CC	0.008	0.037	0.039	0.117	0.016	0.013	0.0	0.011	0.042	0.015
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS099C401F7	0.008	0.037	0.039	0.117	0.016	0.013	0.0	0.011	0.042	0.015
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.001	0.014	0.027	0.004	0.002	0.0	0.006	0.001	0.023	0.011
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.061	0.045	0.02	0.011	0.04	0.007	0.007	0.043	0.041	0.742
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.002	0.187	0.009	0.389	0.039	0.005	0.004	0.014	0.351	0.002
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.064	0.106	0.127	0.039	0.02	0.006	0.018	0.013	0.159	0.03
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.002	0.187	0.009	0.389	0.039	0.005	0.004	0.014	0.351	0.002
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.001	0.001	0.019	0.035	0.011	0.003	0.002	0.007	0.0	0.001
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.013	0.007	0.056	0.032	0.013	0.003	0.054	0.005	0.423	0.002
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.0	0.0	0.013	0.005	0.001	0.0	0.0	0.001	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0B27088B4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS032CFAE42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.004	0.001
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	1.64	1.049	0.086	0.056	0.318	0.05	1.76	0.349	0.708	2.342
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.008	0.003	0.0	0.01	0.003	0.003	0.004	0.002	0.001	0.001
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.041	0.06	0.129	0.17	0.059	0.107	0.059	0.043	0.066	0.047
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.002	0.002	0.69	0.031	0.007	0.001	0.004	0.004	0.003	0.002
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	0.0	0.008	0.028	0.003	0.005	0.003	0.205	0.002	0.001	0.0
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.012	0.389	0.0	0.001	0.006	0.001	0.0	0.002	0.011	0.001
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.013	0.325	0.378	0.494	0.267	0.317	0.072	0.196	0.497	0.011
GDNF	P39905	False	GDNF_HUMAN		CPI-SC00ACA947E	0.0	0.0	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SC0EB9D030F	0.0	0.0	0.0	0.003	0.002	0.005	0.0	0.002	0.0	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SC0273E24EB	0.0	0.0	0.0	0.003	0.002	0.005	0.0	0.002	0.0	0.0
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.001	0.0	0.0	0.01	0.001	0.01	0.0	0.002	0.0	0.0
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.01	0.0
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.0	0.002	0.004	0.036	0.001	0.0	0.0	0.001	0.001	0.0
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.001	0.173	0.037	0.039	0.012	0.002	0.0	0.009	0.289	0.002
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0B6643F31	0.003	0.048	0.0	0.0	0.002	0.0	0.0	0.001	0.004	0.0
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	0.003	0.048	0.0	0.0	0.002	0.0	0.0	0.001	0.004	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS07B3139A0	0.0	0.008	0.001	0.006	0.013	0.001	0.0	0.003	0.001	0.002
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.008	0.001	0.006	0.013	0.001	0.0	0.003	0.001	0.002
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.001	0.214	0.002	0.001	0.016	0.001	0.0	0.005	0.222	0.022
PRLHR	P49683	False	PRLHR_HUMAN		CPI-SS04ACF8F99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.005	0.004	0.003	0.002	0.003	0.001	0.004	0.004	0.001	0.101
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0974EB232	0.017	0.005	1.305	0.01	0.009	0.004	0.0	0.009	0.006	0.008
INHBC	P55103	False	INHBC_HUMAN		CPI-SS04BE14432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBE	P58166	False	INHBE_HUMAN		CPI-SS09CCC0451	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.013	0.954	0.003	0.003	0.013	0.001	0.0	0.008	0.029	0.001
QRFP	P83859	False	OX26_HUMAN		CPI-SS0BC884A75	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS062307CFE	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS09000F32A	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.004	0.032	0.105	0.133	0.121	0.212	0.003	0.088	0.008	0.003
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.004	0.141	0.048	0.03	0.112	0.087	0.006	0.1	0.234	0.004
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS08B94BEB2	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.002
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.002	0.0	0.414	0.008	0.001	0.001	0.0	0.0	0.002	0.001
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.002	0.0	0.414	0.008	0.001	0.001	0.0	0.0	0.002	0.001
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	0.574	0.683	0.236	0.331	0.265	0.21	0.31	0.196	0.673	0.633
CD47	Q08722	False	CD47_HUMAN		CPI-SC0EB8DC52F	0.574	0.683	0.236	0.331	0.265	0.21	0.31	0.196	0.673	0.633
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS02EDE5894	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.0
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS083E7D88C	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.0
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.001	0.027	0.008	0.326	0.034	0.027	0.0	0.013	0.003	0.003
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.584	0.519	0.09	0.116	0.076	0.015	0.188	0.082	0.214	0.748
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.0	0.0	0.001	0.0	0.002	0.003	0.0	0.002	0.0	0.0
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.002	0.003	0.001	0.001	0.004	0.002	0.0	0.003	0.0	0.011
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.113	0.437	0.006	0.011	0.049	0.006	0.502	0.029	0.936	0.131
IGFL1	Q6UW32	False	IGFL1_HUMAN		CPI-SS00ABEE10B	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.002	0.0	0.0
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	0.002	0.004	0.002	0.045	0.011	0.002	0.0	0.004	0.0	0.034
IGFL3	Q6UXB1	False	IGFL3_HUMAN		CPI-SS0327E1782	0.0	0.0	0.0	0.006	0.001	0.0	0.0	0.001	0.0	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS033E857EB	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.02	0.0
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.001	0.001	0.005	0.001	0.06	0.053	0.0	0.048	0.001	0.003
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SC07B4ED8C9	0.002	0.019	0.0	0.0	0.002	0.0	0.002	0.002	0.001	0.02
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-SC0F486460D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0A6477344	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXFP2	Q8WXD0	False	RXFP2_HUMAN		CPI-SS01442BDB7	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0799949D7	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXFP3	Q9NSD7	False	RL3R1_HUMAN		CPI-SS0ACCAC836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS09EF54490	0.0	0.0	0.001	0.003	0.004	0.07	0.0	0.015	0.002	0.001
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.142	0.438	0.601	0.413	0.133	0.012	0.162	0.081	0.64	0.67
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.002	0.002	0.015	0.042	0.006	0.007	0.0	0.005	0.022	0.013
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.002	0.002	0.015	0.042	0.006	0.007	0.0	0.005	0.022	0.013
TSLP	Q969D9	False	TSLP_HUMAN		CPI-SC090068F7B	0.001	0.001	0.036	0.004	0.007	0.006	0.063	0.004	0.001	0.001
CRLF2	Q9HC73	False	CRLF2_HUMAN		CPI-SC047CEF2DD	0.0	0.02	0.0	0.0	0.0	0.0	0.115	0.001	0.001	0.002
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.012	0.004	1.364	0.117	0.017	0.002	0.003	0.006	0.007	0.004
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC001AFA16D	0.001	0.0	0.001	0.003	0.007	0.006	0.0	0.003	0.001	0.002
IL37	Q9NZH6	False	IL37_HUMAN		CPI-SS0281839F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.002
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC045C36F28	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC09863F59B	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0104F2A96	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC072007F09	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0947744F4	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0B6E6E341	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC045C36F28	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC09863F59B	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0104F2A96	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC072007F09	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0947744F4	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0B6E6E341	0.001	0.001	0.007	0.014	0.014	0.017	0.0	0.038	0.0	0.001
IL12RB1	P42701	True	I12R1_HUMAN	IL12 receptor	CPI-CC0041E1D30	0.002	0.003	0.001	0.001	0.012	0.001	0.0	0.009	0.007	0.065
IL12RB1	P42701	True	I12R1_HUMAN	IL23 receptor	CPI-CC051643E98	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.002	0.0	0.017
IL12RB2	Q99665	True	I12R2_HUMAN	IL12 receptor	CPI-CC0041E1D30	0.002	0.003	0.001	0.001	0.012	0.001	0.0	0.009	0.007	0.065
IL12RB2	Q99665	True	I12R2_HUMAN	IL35 receptor	CPI-CC0C3ECBD1F	0.002	0.003	0.001	0.001	0.013	0.001	0.0	0.009	0.007	0.065
IL23R	Q5VWK5	True	IL23R_HUMAN	IL23 receptor	CPI-CC051643E98	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.002	0.0	0.017
IL27RA	Q6UWB1	True	I27RA_HUMAN	IL27 receptor	CPI-CC09BCDA08E	0.152	0.25	0.14	0.036	0.057	0.033	0.095	0.043	0.125	0.263
IL6ST	P40189	True	IL6RB_HUMAN	IL27 receptor	CPI-CC09BCDA08E	0.152	0.25	0.14	0.036	0.057	0.033	0.095	0.043	0.125	0.263
IL6ST	P40189	True	IL6RB_HUMAN	IL35 receptor	CPI-CC0C3ECBD1F	0.002	0.003	0.001	0.001	0.013	0.001	0.0	0.009	0.007	0.065
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-SC033E22B14	0.002	0.001	0.012	0.578	0.047	0.008	0.0	0.031	0.01	0.004
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-SC033E22B14	0.002	0.001	0.012	0.578	0.047	0.008	0.0	0.031	0.01	0.004
RET	P07949	True	RET_HUMAN	RET receptor 1	CPI-SC00ACA947E	0.0	0.002	0.006	0.017	0.02	0.248	0.025	0.031	0.002	0.001
RET	P07949	True	RET_HUMAN	RET receptor 1	CPI-SC0EB9D030F	0.0	0.002	0.006	0.017	0.02	0.248	0.025	0.031	0.002	0.001
RET	P07949	True	RET_HUMAN	RET receptor 2	CPI-SC001AFA16D	0.0	0.012	0.0	0.005	0.002	0.0	0.0	0.001	0.004	0.0
RET	P07949	True	RET_HUMAN	RET receptor 3	CPI-SC0273E24EB	0.0	0.0	0.0	0.001	0.009	0.001	0.046	0.003	0.0	0.001
GFRA1	P56159	True	GFRA1_HUMAN	RET receptor 1	CPI-SC00ACA947E	0.0	0.002	0.006	0.017	0.02	0.248	0.025	0.031	0.002	0.001
GFRA1	P56159	True	GFRA1_HUMAN	RET receptor 1	CPI-SC0EB9D030F	0.0	0.002	0.006	0.017	0.02	0.248	0.025	0.031	0.002	0.001
GFRA2	O00451	True	GFRA2_HUMAN	RET receptor 2	CPI-SC001AFA16D	0.0	0.012	0.0	0.005	0.002	0.0	0.0	0.001	0.004	0.0
GFRA3	O60609	True	GFRA3_HUMAN	RET receptor 3	CPI-SC0273E24EB	0.0	0.0	0.0	0.001	0.009	0.001	0.046	0.003	0.0	0.001
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1 complex	CPI-SC0EB8DC52F	0.004	0.159	0.018	0.006	0.012	0.003	0.022	0.006	0.148	0.004
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1 complex	CPI-SC0EB8DC52F	0.004	0.159	0.018	0.006	0.012	0.003	0.022	0.006	0.148	0.004
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.008	0.037	0.039	0.117	0.016	0.013	0.0	0.011	0.042	0.015
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.008	0.037	0.039	0.117	0.016	0.013	0.0	0.011	0.042	0.015
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.006	0.012	0.034	0.032	0.012	0.026	0.0	0.01	0.018	0.007
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.006	0.012	0.034	0.032	0.012	0.026	0.0	0.01	0.018	0.007
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.036	0.129	0.069	0.21	0.047	0.026	0.05	0.037	0.192	0.061
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.036	0.129	0.069	0.21	0.047	0.026	0.07	0.037	0.368	0.08
